20,ΠΛΑΚΑΣ,ΧΡΗΣΤΟΣ,ΜΕΤΑΚΛΗΤΟΣ,Γενικού Γραμματέα,Γενική Γραμματεία Υποδοχής Αιτούντων
Άσυλο,ΓΛΥΜΗΣ ΔΗΜΗΤΡΙΟΣ
21,ΣΤΑΥΡΟΥ,ΕΛΕΝΑ,ΜΕΤΑΚΛΗΤΟΣ,Γενικού Γραμματέα,Γενική Γραμματεία Μεταναστευτικής
Πολιτικής,ΛΟΓΟΘΕΤΗΣ ΕΜΜΑΝΟΥΗΛ
22,ΤΣΕΝΗΣ,ΑΠΟΣΤΟΛΟΣ,ΜΕΤΑΚΛΗΤΟΣ,Υπουργού,Υπουργός Μετανάστευσης και Ασύλου,ΠΛΕΥΡΗΣ ΑΘΑΝΑΣΙΟΣ
23,ΧΑΝΤΖΙΟΥ,ΑΓΓΕΛΙΚΗ,ΜΕΤΑΚΛΗΤΟΣ ΔΙΕΥΘΥΝΤΗΣ,Γενικού Γραμματέα,Γενική Γραμματεία Μεταναστευτικής
Πολιτικής,ΛΟΓΟΘΕΤΗΣ ΕΜΜΑΝΟΥΗΛ
24,ΨΑΡΡΗΣ,ΔΗΜΗΤΡΙΟΣ,ΑΠΟΣΠΑΣΜΕΝΟΣ,Γενικού Γραμματέα,Γενική Γραμματεία Υποδοχής Αιτούντων
Άσυλο,ΓΛΥΜΗΣ ΔΗΜΗΤΡΙΟΣ
25,ΨΙΜΟΓΙΑΝΝΟΥ,ΑΙΚΑΤΕΡΙΝΗ ΜΑΡΙΑ,ΜΕΤΑΚΛΗΤΟΣ,Γενικού Γραμματέα,Γενική Γραμματεία Μεταναστευτικής
Πολιτικής,ΛΟΓΟΘΕΤΗΣ ΕΜΜΑΝΟΥΗΛ
